1461459469914	157480
1461459470133	731520
1461459470358	553720
1461459470574	264160
1461459470788	243840
1461459471005	345440
1461459471218	411480
1461459471439	568960
1461459471670	650240
1461459471893	706120
1461459472109	812800
1461459472330	924560
1461459472561	944880
1461459472781	883920
1461459473028	309880
1461459473247	406400
1461459473465	421640
1461459473686	497840
1461459473905	665480
1461459474128	731520
1461459474355	858520
1461459474570	843280
1461459474802	1000760
1461459475027	807720
1461459475246	558800
1461459475468	680720
1461459475690	777240
1461459475911	797560
1461459476129	944880
1461459476354	863600
1461459476578	690880
1461459476796	675640
1461459477012	706120
1461459477240	873760
1461459477466	980440
1461459477702	868680
1461459477921	629920
1461459478143	716280
1461459478361	787400
1461459478583	909320
1461459478801	970280
1461459479026	660400
1461459479244	624840
1461459479467	797560
1461459479689	889000
1461459479910	929640
1461459480131	756920
1461459480356	716280
1461459480581	762000
1461459480801	812800
1461459481027	909320
1461459481246	838200
1461459481470	645160
1461459481688	665480
1461459481908	746760
1461459482129	873760
1461459482350	995680
1461459482569	558800
1461459482799	736600
1461459483020	675640
1461459483238	762000
1461459483457	934720
1461459483684	970280
