1461437598662	0
1461437598867	0
1461437599075	0
1461437599282	0
1461437599488	0
1461437599694	0
1461437599903	0
1461437600112	0
1461437600317	0
1461437600526	0
1461437600735	157480
1461437600949	396240
1461437601160	248920
1461437601373	655320
1461437601588	533400
1461437601802	304800
1461437602017	187960
1461437602227	228600
1461437602440	538480
1461437602654	208280
1461437602867	330200
1461437603081	513080
1461437603298	553720
1461437603516	477520
1461437603731	182880
1461437603947	198120
1461437604162	76200
1461437604377	111760
1461437604596	467360
1461437604810	574040
1461437605025	543560
1461437605237	533400
1461437605452	213360
1461437605667	187960
1461437605884	274320
1461437606132	482600
1461437606343	157480
1461437606549	0
1461437606755	0
1461437606964	0
