1461388855956	1143000
1461388856204	1143000
1461388856448	0
1461388856693	1143000
1461388856945	706120
1461388857196	436880
1461388857442	1143000
1461388857682	0
1461388857929	1143000
1461388858197	995680
1461388858448	147320
1461388858707	1386840
1461388858950	0
1461388859204	1249680
1461388859449	548640
1461388859690	660400
1461388859932	1158240
1461388860179	0
1461388860423	1178560
1461388860676	116840
1461388860920	1092200
1461388861161	1026160
1461388861408	30480
1461388861658	1107440
1461388861901	81280
1461388862148	1000760
1461388862392	939800
1461388862638	111760
1461388862883	1087120
1461388863125	40640
1461388863377	1097280
1461388863628	1046480
1461388863869	254000
1461388864122	1082040
1461388864372	0
1461388864631	1188720
1461388864882	1234440
1461388865127	0
1461388865382	1153160
1461388865628	81280
1461388865878	949960
1461388866119	1000760
1461388866357	55880
1461388866609	1158240
1461388866847	81280
1461388867102	1000760
1461388867348	894080
1461388867588	162560
1461388867837	1153160
1461388868078	81280
1461388868321	1005840
1461388868566	731520
1461388868808	568960
1461388869057	1234440
1461388869298	0
1461388869548	1031240
1461388869794	487680
1461388870042	655320
1461388870291	1097280
1461388870539	0
1461388870788	1066800
1461388871040	563880
1461388871287	614680
1461388871538	1188720
1461388871773	0
1461388872018	1305560
1461388872257	106680
1461388872505	1132840
1461388872746	944880
1461388872997	213360
1461388873245	1244600
1461388873482	15240
1461388873726	1178560
1461388873973	426720
