1461479098444	2641600	33
1461479098666	9022080	96
1461479098885	3657600	96
1461479099119	6380480	24
1461479099347	1991360	12
1461479099566	2763520	15
1461479099785	3616960	17
1461479099994	3820160	20
1461479100216	4307840	22
1461479100441	5120640	25
1461479100661	5161280	27
1461479100876	4795520	30
1461479101095	2763520	15
1461479101315	2560320	17
1461479101530	2600960	20
1461479101748	2357120	10
1461479101965	2235200	12
1461479102177	2763520	15
1461479102397	2479040	17
1461479102614	2032000	9
1461479102830	1910080	11
1461479103048	2357120	14
1461479103265	2275840	16
1461479103480	2519680	19
1461479103697	1300480	9
1461479103910	2113280	12
1461479104127	2032000	14
1461479104339	2357120	17
1461479104552	2194560	19
1461479104767	2072640	11
1461479104981	2479040	13
1461479105189	2479040	16
1461479105406	2885440	18
1461479105620	2316480	21
1461479105839	1788160	11
1461479106062	2438400	13
1461479106278	2519680	16
1461479106493	2357120	18
1461479106708	1666240	9
1461479106926	2275840	12
1461479107138	2316480	14
1461479107354	2722880	17
1461479107567	2316480	19
1461479107782	2032000	11
1461479107996	2357120	13
1461479108209	2316480	16
1461479108428	2194560	18
1461479108646	1869440	10
1461479108864	1869440	13
1461479109071	1381760	15
1461479109288	1666240	8
1461479109504	2072640	11
1461479109727	2072640	13
1461479109943	2113280	16
1461479110160	1747520	9
1461479110374	1910080	12
1461479110593	2357120	14
1461479110808	2235200	17
1461479111024	2397760	9
1461479111241	1950720	11
1461479111452	2316480	14
1461479111663	2235200	16
1461479111880	2316480	9
1461479112099	1991360	11
1461479112316	2397760	14
1461479112535	2560320	16
1461479112752	2357120	19
1461479112971	3169920	21
1461479113185	3251200	24
1461479113406	2316480	25
1461479113626	1463040	6
1461479113843	1747520	9
1461479114059	1950720	11
1461479114276	2479040	14
1461479114495	2316480	16
1461479114712	2235200	18
1461479114929	3007360	21
1461479115146	3088640	23
1461479115360	2113280	25
1461479115577	2438400	13
1461479115792	2560320	16
1461479116006	2722880	18
1461479116220	2357120	21
1461479116439	2316480	11
1461479116650	2438400	14
1461479116880	2804160	17
1461479117094	2438400	19
1461479117314	2600960	10
1461479117534	975360	5
1461479117749	1503680	8
1461479117966	1706880	10
1461479118180	2113280	13
1461479118395	1950720	15
1461479118615	1950720	18
1461479118833	2194560	11
1461479119055	2397760	13
1461479119271	2722880	16
1461479119491	2763520	18
1461479119707	2763520	21
1461479119926	3535680	23
1461479120145	2519680	12
1461479120360	2357120	15
1461479120573	2560320	17
1461479120787	1544320	9
1461479120998	2153920	11
1461479121215	2194560	14
1461479121430	2479040	16
1461479121643	1463040	9
1461479121859	1747520	11
1461479122082	1950720	14
1461479122295	1178560	8
1461479122505	1828800	10
1461479122721	2235200	13
1461479122939	2032000	15
1461479123163	2682240	18
1461479123380	3169920	20
1461479123598	3169920	23
1461479123808	2113280	12
1461479124023	2560320	14
1461479124239	2357120	17
1461479124453	2682240	19
1461479124672	2194560	21
1461479124885	2357120	11
1461479125107	2397760	14
1461479125325	2479040	16
1461479125540	2519680	19
1461479125757	1706880	10
1461479125970	2194560	13
1461479126182	2397760	15
1461479126398	2275840	17
1461479126612	2885440	20
1461479126826	2885440	22
1461479127046	2153920	12
1461479127263	2235200	14
1461479127484	2397760	17
1461479127695	1828800	9
1461479127912	2113280	12
1461479128131	2560320	14
1461479128351	2397760	17
1461479128564	2194560	19
1461479128785	1747520	10
1461479129002	2194560	12
1461479129218	2560320	15
1461479129433	2560320	17
1461479129654	1747520	9
1461479129872	2235200	12
1461479130080	2316480	14
1461479130294	2275840	16
1461479130509	1869440	18
1461479130730	1666240	10
1461479130947	1584960	13
1461479131155	1788160	15
1461479131372	2357120	17
1461479131589	3454400	20
1461479131807	3169920	22
1461479132026	2722880	12
1461479132242	2113280	14
1461479132463	2235200	16
1461479132682	1910080	18
1461479132905	2153920	11
1461479133122	2153920	13
1461479133335	1625600	14
1461479133551	1625600	8
1461479133773	2032000	11
1461479133996	2763520	13
1461479134209	3048000	16
1461479134426	2682240	18
1461479134652	2885440	21
1461479134869	2560320	23
1461479135085	2641600	13
1461479135300	2479040	15
1461479135519	2722880	18
1461479135737	2763520	20
1461479135951	2357120	10
1461479136170	1056640	6
1461479136383	1463040	8
1461479136599	1991360	11
1461479136811	1828800	13
1461479137028	2194560	16
1461479137249	1503680	8
1461479137463	640	11
1461479137669	0	13
1461479137876	0	16
1461479138084	0	18
1461479138291	0	21
1461479138500	0	23
1461479138711	0	26
