1461440247129	0
1461440247338	0
1461440247545	0
1461440247754	0
1461440247961	0
1461440248167	0
1461440248373	0
1461440248579	0
1461440248792	81280
1461440249002	116840
1461440249214	101600
1461440249425	91440
1461440249636	101600
1461440249848	86360
1461440250055	167640
1461440250264	254000
1461440250474	152400
1461440250685	198120
1461440250899	187960
1461440251110	208280
1461440251319	177800
1461440251527	264160
1461440251737	198120
1461440251947	320040
1461440252156	365760
1461440252367	233680
1461440252582	193040
1461440252795	269240
1461440253004	330200
1461440253219	462280
1461440253432	477520
1461440253640	320040
1461440253854	406400
1461440254067	259080
1461440254277	274320
1461440254488	320040
1461440254698	218440
1461440254910	167640
1461440255126	223520
1461440255336	269240
1461440255545	304800
1461440255759	254000
1461440255974	320040
1461440256190	441960
1461440256399	365760
1461440256611	294640
1461440256820	213360
1461440257031	294640
1461440257240	304800
1461440257450	208280
1461440257656	0
1461440257863	0
1461440258069	0
1461440258277	0
