1461634196942	0
1461634197144	0
1461634197346	0
1461634197547	0
1461634197749	0
1461634197953	609600
1461634198162	4307840
1461634198368	6258560
1461634198575	6746240
1461634198782	7274560
1461634198988	7437120
1461634199191	8168640
1461634199398	8696960
1461634199602	9225280
1461634199808	5486400
1461634200010	5080000
1461634200217	5648960
1461634200423	6136640
1461634200633	7599680
1461634200838	7112000
1461634201041	7680960
1461634201248	8087360
1461634201455	6868160
1461634201660	4551680
1461634201867	4958080
1461634202092	5527040
1461634202298	6096000
1461634202509	3251200
1461634202713	4185920
1461634202923	4429760
1461634203123	4714240
1461634203329	5242560
1461634203536	5730240
1461634203743	6258560
1461634203950	7152640
1461634204158	7274560
1461634204364	7965440
1461634204571	7965440
1461634204776	2682240
1461634204981	2072640
1461634205187	2885440
1461634205392	3291840
1461634205599	3982720
1461634205806	4307840
1461634206013	4998720
1461634206217	5323840
1461634206419	5852160
1461634206621	6339840
1461634206827	6827520
1461634207033	6949440
1461634207240	7762240
1461634207457	9347200
1461634207661	8900160
1461634207864	8818880
1461634208070	4998720
1461634208277	5120640
1461634208484	5852160
1461634208691	6258560
1461634208898	6746240
1461634209104	7152640
1461634209310	7802880
1461634209513	8168640
1461634209717	9387840
1461634209919	9225280
1461634210121	9631680
1461634210332	10281920
1461634210543	10160000
1461634210749	6827520
1461634210954	2844800
1461634211158	3291840
1461634211364	4023360
1461634211570	4389120
1461634211776	4836160
1461634211980	5323840
1461634212194	5852160
1461634212404	6624320
1461634212610	7355840
1461634212812	7477760
1461634213016	8128000
1461634213223	7721600
1461634213428	4185920
1461634213635	5080000
1461634213841	5242560
1461634214048	5689600
1461634214255	6177280
1461634214456	6746240
1461634214659	7152640
1461634214865	7680960
1461634215071	8453120
1461634215279	8656320
1461634215484	9753600
1461634215687	8818880
1461634215894	11013440
1461634216098	10160000
1461634216304	5201920
1461634216507	2438400
1461634216713	3657600
1461634216919	3901440
1461634217126	4348480
1461634217332	4836160
1461634217536	5730240
1461634217755	6136640
1461634217959	6421120
1461634218161	7315200
1461634218363	6868160
1461634218569	8818880
1461634218776	8412480
1461634218980	8900160
1461634219185	9387840
1461634219388	9712960
1461634219594	10078720
1461634219800	9144000
1461634220005	4551680
1461634220212	5933440
1461634220417	7071360
1461634220624	6949440
1461634220831	7477760
1461634221035	7965440
1461634221240	8493760
1461634221442	8981440
1461634221646	9509760
1461634221850	10688320
1461634222054	9550400
1461634222260	4673600
1461634222467	5730240
1461634222673	6258560
1461634222881	7071360
1461634223083	7233920
1461634223289	7437120
1461634223496	8290560
1461634223702	8940800
1461634223909	9306560
1461634224115	6664960
1461634224322	5730240
1461634224528	5527040
1461634224735	6014720
1461634224941	6461760
1461634225148	7071360
1461634225355	7518400
1461634225562	5892800
1461634225769	4267200
1461634225966	4348480
1461634226173	5242560
1461634226379	5770880
1461634226586	7193280
1461634226793	6746240
1461634226999	7193280
1461634227207	8290560
1461634227414	8290560
1461634227620	8778240
1461634227823	9306560
1461634228029	9631680
1461634228234	7559040
1461634228442	5161280
1461634228647	5811520
1461634228854	3576320
1461634229059	3291840
1461634229261	3820160
1461634229462	4307840
1461634229664	4795520
1461634229870	5242560
1461634230068	4917440
1461634230273	4267200
1461634230478	3942080
1461634230680	3779520
1461634230884	3657600
1461634231096	5201920
1461634231309	5852160
1461634231514	5852160
1461634231719	6177280
1461634231925	2804160
1461634232315	2641600
1461634232521	2275840
1461634232725	2844800
1461634232932	3129280
1461634233136	3698240
1461634233342	5120640
1461634233546	4795520
1461634233753	5242560
1461634233961	5730240
1461634234173	5201920
1461634234379	3495040
1461634234586	3901440
1461634234793	4632960
1461634234999	4917440
1461634235209	5445760
1461634235417	6624320
1461634235629	6096000
1461634235835	7071360
1461634236043	7640320
1461634236249	7965440
1461634236456	9184640
1461634236658	8981440
1461634236860	9347200
1461634237064	6258560
1461634237268	2926080
1461634237473	3535680
1461634237687	3495040
1461634237892	4023360
1461634238096	4511040
1461634238299	4958080
1461634238510	5527040
1461634238716	6055360
1461634238924	7437120
1461634239131	6786880
1461634239337	7559040
1461634239540	8046720
1461634239746	8290560
1461634239957	6096000
1461634240163	4998720
1461634240369	4307840
1461634240575	5689600
1461634240782	6421120
1461634240989	6664960
1461634241193	7274560
1461634241397	7680960
1461634241601	8168640
1461634241806	8696960
1461634242013	6664960
1461634242216	4795520
1461634242423	5283200
1461634242630	6136640
1461634242844	6380480
1461634243052	7274560
1461634243259	7477760
1461634243466	7965440
1461634243669	8493760
1461634243872	8940800
1461634244076	9387840
1461634244279	9875520
1461634244481	10078720
1461634244685	10078720
1461634244892	4551680
1461634245098	5811520
1461634245305	6461760
1461634245512	7071360
1461634245716	7477760
1461634245922	7965440
1461634246128	8493760
1461634246333	8981440
1461634246535	9509760
1461634246742	4836160
1461634246946	5080000
1461634247153	5648960
1461634247359	6339840
1461634247565	6421120
1461634247772	7071360
1461634247979	7559040
1461634248185	8087360
1461634248392	8575040
1461634248597	6461760
1461634248802	4836160
1461634249008	5364480
1461634249215	6705600
1461634249421	6339840
1461634249628	6868160
1461634249836	7843520
1461634250039	7884160
1461634250244	8493760
1461634250450	8900160
1461634250656	8493760
1461634250861	4185920
1461634251068	5486400
1461634251275	6461760
1461634251482	6339840
1461634251689	6827520
1461634251896	7802880
1461634252101	7721600
1461634252308	8331200
1461634252512	8818880
1461634252714	9306560
1461634252919	8128000
1461634253126	3535680
1461634253333	6421120
1461634253540	6055360
1461634253746	6543040
1461634253952	6908800
1461634254147	7559040
1461634254349	8087360
1461634254552	8575040
1461634254756	8981440
1461634254958	9509760
1461634255162	9956800
1461634255368	6908800
1461634255575	5608320
1461634255782	6258560
1461634255997	6543040
1461634256205	7193280
1461634256413	7721600
1461634256621	8087360
1461634256828	8453120
1461634257033	8696960
1461634257243	10322560
1461634257449	9997440
1461634257656	5730240
1461634257860	3088640
1461634258064	3535680
1461634258266	3291840
1461634258468	3454400
1461634258673	4470400
1461634258878	4958080
1461634259085	5527040
1461634259295	6990080
1461634259502	6258560
1461634259705	3210560
1461634259911	3901440
1461634260116	4429760
1461634260322	4917440
1461634260528	5445760
1461634260735	5933440
1461634260943	6908800
1461634261145	6949440
1461634261352	7477760
1461634261558	7965440
1461634261765	8371840
1461634261971	9753600
1461634262175	9184640
1461634262381	9916160
1461634262583	10078720
1461634262788	5974080
1461634262993	2641600
1461634263195	3291840
