1461524322761	2479040	31
1461524322980	9916160	102
1461524323212	5648960	51
1461524323436	5039360	27
1461524323646	2763520	15
1461524323857	3657600	17
1461524324076	3982720	20
1461524324296	4429760	22
1461524324509	5120640	25
1461524324727	5527040	27
1461524324941	6217920	30
1461524325158	6299200	32
1461524325373	6746240	35
1461524325586	6949440	37
1461524325801	7274560	40
1461524326018	7152640	42
1461524326237	7680960	45
1461524326453	5445760	24
1461524326663	5120640	26
1461524326882	6096000	29
1461524327098	5892800	31
1461524327313	6908800	34
1461524327527	6502400	36
1461524327746	7396480	39
1461524327959	7274560	41
1461524328175	7315200	44
1461524328400	5527040	22
1461524328609	4836160	25
1461524328830	5852160	27
1461524329047	6258560	30
1461524329262	6177280	32
1461524329483	7152640	35
1461524329697	6786880	37
1461524329914	7396480	40
1461524330131	7315200	42
1461524330346	7274560	45
1461524330563	4511040	23
1461524330778	5323840	26
1461524330994	5730240	28
1461524331208	6380480	31
1461524331423	6583680	33
1461524331631	6380480	36
1461524331851	7518400	38
1461524332071	7477760	41
1461524332287	7396480	43
1461524332499	6868160	46
1461524332721	5242560	24
1461524332937	5323840	27
1461524333154	6299200	29
1461524333366	6299200	32
1461524333579	7152640	34
1461524333792	6868160	37
1461524334008	7640320	39
1461524334233	5080000	21
1461524334446	4551680	23
1461524334662	5080000	26
1461524334880	6014720	28
1461524335096	6055360	31
1461524335316	6624320	33
1461524335522	6705600	35
1461524335737	7315200	38
1461524335958	7233920	41
1461524336174	7274560	43
1461524336390	7559040	46
1461524336602	5242560	24
1461524336821	5405120	26
1461524337039	5933440	29
1461524337258	5649600	31
1461524337470	0	33
1461524337681	0	36
