1461635886079	2560320	32
1461635886287	4998720	31
1461635886492	3210560	17
1461635886700	4389120	19
1461635886908	4226560	22
1461635887114	4551680	24
1461635887322	1706880	13
1461635887527	1097280	7
1461635887732	1666240	10
1461635887935	2194560	12
1461635888140	2682240	15
1461635888343	3210560	17
1461635888566	3291840	9
1461635888772	1991360	11
1461635888977	2479040	14
1461635889181	3007360	16
1461635889385	3495040	19
1461635889592	4023360	21
1461635889797	4511040	23
1461635890004	5080000	26
1461635890222	6421120	29
1461635890432	6380480	31
1461635890637	6664960	34
1461635890852	7599680	36
1461635891059	4754880	38
1461635891267	2438400	10
1461635891477	2804160	13
1461635891686	2844800	15
1461635891894	3373120	18
1461635892102	4064000	20
1461635892312	3982720	23
1461635892523	1747520	12
1461635892731	2600960	14
1461635892935	3088640	17
1461635893138	3616960	19
1461635893343	4104640	21
1461635893560	5242560	24
1461635893770	2844800	13
1461635893982	2844800	15
1461635894189	3495040	18
1461635894398	3860800	20
1461635894600	4307840	22
1461635894808	5364480	25
1461635895021	5242560	27
1461635895232	4592320	14
1461635895436	3088640	16
1461635895641	3616960	19
1461635895845	4104640	21
1461635896050	4632960	24
1461635896255	5120640	26
1461635896460	5648960	29
1461635896659	3088640	16
1461635896864	3413760	18
1461635897070	3982720	21
1461635897296	5039360	23
1461635897504	5039360	26
1461635897714	4389120	28
1461635897921	3413760	16
1461635898127	3495040	18
1461635898334	4511040	21
1461635898541	4511040	23
1461635898745	5039360	26
1461635898970	5811520	28
1461635899185	2194560	7
1461635899400	1584960	9
1461635899602	2235200	12
1461635899814	2966720	14
1461635900020	3088640	16
1461635900227	3779520	19
1461635900454	4714240	22
1461635900660	4551680	24
1461635900866	4998720	27
1461635901072	2804160	14
1461635901283	3291840	17
1461635901496	3657600	19
1461635901703	4632960	22
1461635901920	4592320	24
1461635902125	5608320	27
1461635902337	2235200	15
1461635902542	1503680	9
1461635902746	1991360	11
1461635902957	3007360	14
1461635903163	3007360	16
1461635903370	3616960	19
1461635903588	4389120	21
1461635903795	4632960	24
1461635904003	5648960	26
1461635904216	5608320	29
1461635904424	6055360	31
1461635904632	2275840	8
1461635904838	1788160	10
1461635905042	2275840	13
1461635905256	3332480	15
1461635905463	3251200	18
1461635905676	4104640	20
1461635905884	4470400	23
1461635906102	4958080	25
1461635906317	5892800	28
1461635906523	6177280	30
1461635906728	5405120	16
1461635906945	3413760	18
1461635907148	3901440	21
1461635907353	4429760	23
1461635907567	4917440	26
1461635907782	6380480	28
1461635907997	6258560	31
1461635908212	6461760	33
1461635908425	7924800	36
1461635908635	7518400	38
1461635908842	8615680	41
1461635909047	8575040	43
1461635909260	9103360	46
1461635909469	10485120	48
1461635909676	9834880	51
1461635909885	7152640	26
1461635910091	2641600	14
1461635910295	3007360	16
1461635910502	3616960	19
1461635910723	4592320	21
1461635910928	4511040	23
1461635911154	5527040	26
1461635911359	5486400	29
1461635911561	2885440	14
1461635911773	3535680	17
1461635911981	3698240	19
1461635912188	4023360	22
1461635912402	5242560	24
1461635912613	5242560	27
1461635912821	6014720	29
1461635913034	3576320	15
1461635913248	3860800	18
1461635913465	4226560	20
1461635913668	4429760	23
1461635913877	4917440	25
1461635914090	5648960	28
1461635914314	3495040	14
1461635914521	3210560	17
1461635914738	3657600	19
1461635914948	4226560	22
1461635915155	2235200	12
1461635915357	2600960	14
1461635915569	3657600	17
1461635915776	3657600	19
1461635915984	4185920	22
1461635916202	5120640	24
1461635916416	5730240	27
1461635916623	3779520	14
1461635916830	3088640	16
1461635917034	1666240	9
1461635917237	2072640	11
1461635917440	2885440	14
1461635917643	3088640	16
1461635917850	3535680	19
1461635918063	3942080	21
1461635918268	3495040	11
1461635918472	2397760	13
1461635918683	2763520	15
1461635918888	3373120	18
1461635919096	2438400	9
1461635919303	2072640	12
1461635919509	2600960	14
1461635919727	3698240	17
1461635919934	3698240	19
1461635920141	4145280	22
1461635920351	3657600	12
1461635920556	2600960	14
1461635920761	3129280	17
1461635920982	4185920	19
1461635921196	4511040	22
1461635921403	4714240	24
1461635921610	5242560	27
1461635921820	6096000	29
1461635922033	1910080	15
1461635922251	3738880	17
1461635922458	3779520	20
1461635922669	4632960	22
1461635922876	4836160	25
1461635923083	5323840	27
1461635923305	6502400	30
1461635923516	6868160	32
1461635923732	4754880	17
1461635923938	3657600	19
1461635924144	4226560	22
1461635924352	4714240	24
1461635924563	4023360	13
1461635924770	2885440	15
1461635924980	3373120	18
1461635925188	3820160	20
1461635925405	4836160	23
1461635925617	5242560	25
1461635925824	2600960	13
1461635926032	1544320	9
1461635926251	1991360	11
1461635926457	2479040	14
1461635926662	3454400	16
1461635926880	3535680	19
1461635927088	4389120	21
1461635927301	4632960	24
1461635927508	5242560	26
1461635927721	4145280	14
1461635927935	3088640	17
1461635928144	3616960	19
1461635928353	4104640	22
1461635928558	4795520	24
1461635928772	5364480	26
1461635928978	2235200	13
1461635929187	3454400	16
1461635929395	3495040	18
1461635929602	4023360	21
1461635929811	4836160	23
1461635930024	5039360	26
1461635930237	4876800	14
1461635930450	3007360	16
1461635930662	3495040	18
1461635930868	4023360	21
1461635931078	4592320	23
1461635931285	2885440	13
1461635931495	2885440	15
1461635931703	3413760	18
1461635931907	3901440	20
1461635932123	4429760	23
1461635932327	5242560	26
1461635932536	6096000	28
1461635932746	5933440	31
1461635932952	6827520	33
1461635933158	7071360	36
1461635933369	7559040	38
1461635933568	7965440	40
1461635933779	8778240	43
1461635933999	9428480	46
1461635934204	10200640	48
1461635934423	7884160	51
1461635934634	4307840	13
1461635934840	2885440	15
1461635935043	3413760	18
1461635935247	3901440	20
1461635935456	4429760	23
1461635935660	4917440	25
1461635935867	5445760	28
1461635936079	6380480	30
1461635936295	6827520	33
1461635936510	7274560	35
1461635936727	5080000	18
1461635936934	3901440	20
1461635937144	4429760	23
1461635937349	5201920	25
1461635937557	3779520	13
1461635937763	2885440	15
1461635937967	3413760	18
1461635938171	3901440	20
1461635938380	4429760	23
1461635938590	4917440	25
1461635938798	3413760	27
1461635939005	3291840	15
1461635939218	3210560	17
1461635939429	4023360	20
1461635939638	4307840	22
1461635939853	5364480	25
1461635940071	5283200	27
1461635940278	6543040	30
1461635940488	6217920	32
1461635940705	3860800	17
1461635940911	2072640	11
1461635941118	2397760	13
1461635941323	2844800	16
1461635941537	3576320	18
1461635941749	4429760	21
1461635941959	4511040	23
1461635942167	5039360	26
1461635942374	5689600	28
1461635942579	5770880	31
1461635942787	3291840	16
1461635943002	3657600	18
1461635943208	4023360	21
1461635943426	4998720	23
1461635943644	5039360	26
1461635943857	5852160	28
1461635944066	3576320	15
1461635944290	3251200	17
1461635944499	4145280	19
1461635944710	4226560	22
1461635944928	5039360	24
1461635945164	5120640	13
1461635945368	2804160	15
1461635945569	3291840	17
1461635945773	3820160	20
1461635945990	4307840	22
1461635946194	4836160	25
1461635946401	5323840	27
1461635946618	4632960	29
1461635946824	2397760	8
1461635947027	1788160	10
1461635947236	2275840	13
1461635947446	2804160	15
1461635947650	3291840	18
1461635947854	3820160	20
1461635948058	4551680	23
1461635948262	5527040	25
1461635948467	2438400	13
1461635948674	3007360	16
1461635948880	3495040	18
1461635949087	4348480	21
1461635949292	4551680	23
1461635949498	5039360	26
1461635949708	5405120	28
1461635949919	6543040	31
1461635950126	6339840	33
1461635950339	4836160	17
1461635950547	3820160	20
1461635950745	4307840	22
1461635950951	4754880	25
1461635951164	4064000	13
1461635951367	2844800	15
1461635951577	3413760	18
1461635951780	3901440	20
1461635951998	4917440	23
1461635952204	4917440	25
1461635952419	5974080	28
1461635952626	4632960	15
1461635952831	3291840	17
1461635953038	3698240	20
1461635953257	4307840	22
1461635953468	5283200	25
1461635953692	5770880	27
1461635953901	5852160	30
1461635954108	6746240	32
1461635954324	7112000	35
1461635954533	8087360	37
1461635954742	7884160	40
1461635954967	7233920	21
1461635955174	2194560	12
1461635955378	2600960	14
1461635955580	3169920	16
1461635955790	3616960	19
1461635955996	4104640	21
1461635956202	4632960	24
1461635956407	4551680	26
1461635956616	3169920	14
1461635956833	3616960	17
