1461634667772	2560320	32
1461634667979	5039360	31
1461634668185	3210560	17
1461634668389	3616960	19
1461634668593	4185920	22
1461634668798	4714240	24
1461634669004	5161280	27
1461634669217	5974080	29
1461634669430	6624320	32
1461634669649	6949440	34
1461634669855	7274560	37
1461634670062	7477760	39
1461634670268	8981440	42
1461634670473	8900160	44
1461634670692	9509760	47
1461634670899	5080000	25
1461634671115	5445760	27
1461634671331	6624320	30
1461634671548	6543040	32
1461634671755	7030720	35
1461634671961	5039360	18
1461634672168	3901440	20
1461634672398	4876800	23
1461634672605	5445760	26
1461634672814	5161280	28
1461634673020	5974080	31
1461634673230	7152640	33
1461634673440	6868160	36
1461634673646	8087360	38
1461634673852	8087360	41
1461634674065	8534400	43
1461634674278	9997440	46
1461634674495	9509760	48
1461634674701	4714240	25
1461634674908	5811520	27
1461634675115	5852160	30
1461634675320	6014720	32
1461634675526	7599680	35
1461634675736	7193280	37
1461634675942	7884160	40
1461634676150	8249920	42
1461634676370	7477760	22
1461634676574	4795520	24
1461634676780	4429760	27
1461634676987	6624320	29
1461634677194	6177280	32
1461634677402	6624320	34
1461634677610	7437120	37
1461634677826	7884160	39
1461634678032	8412480	42
1461634678238	6664960	44
1461634678444	3860800	24
1461634678651	5770880	26
1461634678858	5648960	29
1461634679064	6136640	31
1461634679278	7355840	34
1461634679485	7152640	36
1461634679692	7680960	39
1461634679906	8453120	41
1461634680123	10160000	44
1461634680330	9062720	46
1461634680549	10647680	49
1461634680755	10160000	52
1461634680960	10160000	54
1461634681167	6217920	27
1461634681374	3129280	15
1461634681579	2926080	18
1461634681788	4307840	20
1461634681994	4429760	23
1461634682208	5323840	25
1461634682415	5608320	28
1461634682634	5974080	30
1461634682840	7071360	33
1461634683047	6949440	35
1461634683253	7477760	38
1461634683463	8006080	40
1461634683661	8900160	43
1461634683870	9265920	45
1461634684077	9509760	48
1461634684283	9916160	50
1461634684488	10322560	53
1461634684692	10119360	55
1461634684908	4145280	14
1461634685113	2885440	16
1461634685319	3901440	19
1461634685526	4104640	21
1461634685723	3698240	24
1461634685928	5161280	26
1461634686137	5648960	29
1461634686343	6055360	31
1461634686550	4714240	16
1461634686753	3413760	18
1461634686955	3901440	21
1461634687162	4592320	23
1461634687369	4917440	26
1461634687583	6421120	28
1461634687788	4958080	31
1461634687998	6949440	33
1461634688205	7112000	36
1461634688410	7477760	38
1461634688612	7965440	40
1461634688819	8696960	43
1461634689033	5689600	22
1461634689240	4754880	25
1461634689445	5364480	27
1461634689652	5974080	30
1461634689856	6461760	32
1461634690064	6990080	35
1461634690269	7274560	37
1461634690475	7762240	40
1461634690682	8249920	42
1461634690888	8778240	45
1461634691099	10078720	47
1461634691313	10078720	50
1461634691520	6786880	25
1461634691734	5527040	28
1461634691940	5933440	30
1461634692155	6543040	33
1461634692361	6949440	35
1461634692565	7518400	38
1461634692778	8696960	40
1461634692991	8981440	43
1461634693199	9225280	45
1461634693407	9550400	48
1461634693620	9591040	50
1461634693828	5242560	26
1461634694037	5852160	29
1461634694250	6136640	31
1461634694456	7315200	34
